,player_id,name,current_club_id,current_club_name,country_of_citizenship,country_of_birth,city_of_birth,date_of_birth,position,sub_position,foot,height_in_cm,market_value_in_eur,highest_market_value_in_eur,agent_name,contract_expiration_date,current_club_domestic_competition_id,first_name,last_name,player_code,image_url,last_season,url
1601,39622,Essam Mahmoud,204,Lierse Sk,Egypt,,,1977-06-20,Goalkeeper,,,182,,100000.0,,,BE1,Essam,Mahmoud,essam-mahmoud,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,2012,https://www.transfermarkt.co.uk/essam-mahmoud/profil/spieler/39622
1602,104946,Ouka,204,Lierse Sk,Egypt,Egypt,Kairo  ,1984-03-13,Defender,Centre-Back,Right,186,,700000.0,,,BE1,,Ouka,ouka,https://img.a.transfermarkt.technology/portrait/header/104946-1513324712.jpg?lm=1,2012,https://www.transfermarkt.co.uk/ouka/profil/spieler/104946
1605,77384,William Mensah,204,Lierse Sk,Ghana,Ghana,Accra  ,1982-07-15,Defender,Centre-Back,Right,185,,300000.0,Alain Dougnaglo,,BE1,William,Mensah,william-mensah,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,2012,https://www.transfermarkt.co.uk/william-mensah/profil/spieler/77384
1607,60258,Vito Plut,28643,Waasland Beveren,Slovenia,Jugoslawien (SFR),Semic  ,1988-07-08,Attack,Centre-Forward,Right,185,150000.0,500000.0,GET11 AG,2023-06-30,BE1,Vito,Plut,vito-plut,https://img.a.transfermarkt.technology/portrait/header/60258-1666215103.jpg?lm=1,2012,https://www.transfermarkt.co.uk/vito-plut/profil/spieler/60258
1608,13445,Jurgen Cavens,28643,Waasland Beveren,Belgium,Belgium,Broechem  ,1978-08-19,Attack,Centre-Forward,Right,187,,800000.0,International Sport Management N.V.,,BE1,Jurgen,Cavens,jurgen-cavens,https://img.a.transfermarkt.technology/portrait/header/13445-1537884867.jpg?lm=1,2012,https://www.transfermarkt.co.uk/jurgen-cavens/profil/spieler/13445
1609,129787,Barak Badash,28643,Waasland Beveren,Israel,,,1982-08-30,Attack,Centre-Forward,Both,186,,600000.0,,,BE1,Barak,Badash,barak-badash,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,2012,https://www.transfermarkt.co.uk/barak-badash/profil/spieler/129787
1610,1532,Wesley Sonck,28643,Waasland Beveren,Belgium,Belgium,Ninove  ,1978-08-09,Attack,,Right,174,,8000000.0,,,BE1,Wesley,Sonck,wesley-sonck,https://img.a.transfermarkt.technology/portrait/header/s_1532_515_2013_10_10_1.jpg?lm=1,2012,https://www.transfermarkt.co.uk/wesley-sonck/profil/spieler/1532
1611,41926,Mike De Silva,28643,Waasland Beveren,Belgium,Belgium,Brussel  ,1988-09-05,Attack,Attacking Midfield,Right,171,,350000.0,,,BE1,Mike,De Silva,mike-de-silva,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,2012,https://www.transfermarkt.co.uk/mike-de-silva/profil/spieler/41926
1612,85901,Alves Da Silva,28643,Waasland Beveren,Belgium,Brazil,Goiania  ,1983-11-17,Attack,Attacking Midfield,,0,,300000.0,,2023-06-30,BE1,,Alves Da Silva,alves-da-silva,https://img.a.transfermarkt.technology/portrait/header/85901-1487695743.jpg?lm=1,2012,https://www.transfermarkt.co.uk/alves-da-silva/profil/spieler/85901
1613,109060,Alain Mendy,28643,Waasland Beveren,Senegal,Senegal,Dakar  ,1989-11-17,Midfield,Central Midfield,Right,183,100000.0,200000.0,,,BE1,Alain,Mendy,alain-mendy,https://img.a.transfermarkt.technology/portrait/header/109060-1655928105.png?lm=1,2012,https://www.transfermarkt.co.uk/alain-mendy/profil/spieler/109060
1614,105092,Cofie Bekoe,204,Lierse Sk,Ghana,Ghana,Accra  ,1988-03-16,Attack,Left Winger,Left,168,,350000.0,S4P,,BE1,Cofie,Bekoe,cofie-bekoe,https://img.a.transfermarkt.technology/portrait/header/105092-1513324738.jpg?lm=1,2012,https://www.transfermarkt.co.uk/cofie-bekoe/profil/spieler/105092
1615,74812,Benoît Ladrière,28643,Waasland Beveren,Belgium,Belgium,Nivelles  ,1987-04-27,Attack,Attacking Midfield,Right,173,,400000.0,,,BE1,Benoît,Ladrière,benoit-ladriere,https://img.a.transfermarkt.technology/portrait/header/s_74812_2331_2014_03_26_1.jpg?lm=1,2012,https://www.transfermarkt.co.uk/benoit-ladriere/profil/spieler/74812
1616,13047,Daniel Cruz,28643,Waasland Beveren,Colombia,Colombia,Santiago de Cali  ,1981-05-09,Attack,Attacking Midfield,Right,181,,2200000.0,,,BE1,Daniel,Cruz,daniel-cruz,https://img.a.transfermarkt.technology/portrait/header/13047-1616771397.jpg?lm=1,2012,https://www.transfermarkt.co.uk/daniel-cruz/profil/spieler/13047
1617,13069,Kristof Lardenoit,28643,Waasland Beveren,Belgium,Belgium,Sint-Gillis-Waas  ,1983-07-08,Defender,Centre-Back,Right,185,,500000.0,,,BE1,Kristof,Lardenoit,kristof-lardenoit,https://img.a.transfermarkt.technology/portrait/header/13069-1617099845.jpg?lm=1,2012,https://www.transfermarkt.co.uk/kristof-lardenoit/profil/spieler/13069
1618,65681,Dugary Ndabashinze,28643,Waasland Beveren,Burundi,Burundi,Bujumbura  ,1989-10-08,Attack,Right Winger,Right,183,,1000000.0,,,BE1,Dugary,Ndabashinze,dugary-ndabashinze,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,2012,https://www.transfermarkt.co.uk/dugary-ndabashinze/profil/spieler/65681
1619,13087,Kristof Snelders,28643,Waasland Beveren,Belgium,Belgium,Wilrijk  ,1982-09-05,Attack,Second Striker,Right,168,,1000000.0,,,BE1,Kristof,Snelders,kristof-snelders,https://img.a.transfermarkt.technology/portrait/header/13087-1616771188.jpg?lm=1,2012,https://www.transfermarkt.co.uk/kristof-snelders/profil/spieler/13087
1620,99916,Sam Vermeylen,28643,Waasland Beveren,Belgium,Belgium,Antwerpen  ,1990-11-06,Goalkeeper,,,181,,100000.0,,,BE1,Sam,Vermeylen,sam-vermeylen,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,2012,https://www.transfermarkt.co.uk/sam-vermeylen/profil/spieler/99916
1621,156304,Arnaud Biatour,1411,Raec Mons,Belgium,Belgium,Marche-en-Famenne  ,1989-12-12,Attack,Centre-Forward,Right,185,,350000.0,,2023-06-30,BE1,Arnaud,Biatour,arnaud-biatour,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,2012,https://www.transfermarkt.co.uk/arnaud-biatour/profil/spieler/156304
1622,92163,Quentin Pottiez,1411,Raec Mons,Belgium,Belgium,Tournai  ,1991-05-15,Attack,Right Winger,Right,177,,250000.0,,,BE1,Quentin,Pottiez,quentin-pottiez,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,2012,https://www.transfermarkt.co.uk/quentin-pottiez/profil/spieler/92163
1623,41140,Roel van Hemert,28643,Waasland Beveren,Netherlands,Netherlands,Hurwenen  ,1984-11-21,Defender,Centre-Back,Both,184,,500000.0,,,BE1,Roel,van Hemert,roel-van-hemert,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,2012,https://www.transfermarkt.co.uk/roel-van-hemert/profil/spieler/41140
1624,273869,Brahim Barmaki,1411,Raec Mons,Morocco,,,1993-08-11,Attack,,,0,,,,,BE1,Brahim,Barmaki,brahim-barmaki,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,2012,https://www.transfermarkt.co.uk/brahim-barmaki/profil/spieler/273869
1625,151870,Matthieu Debisschop,1411,Raec Mons,France,France,Lille  ,1984-02-29,Midfield,Defensive Midfield,Right,179,,400000.0,,,BE1,Matthieu,Debisschop,matthieu-debisschop,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,2012,https://www.transfermarkt.co.uk/matthieu-debisschop/profil/spieler/151870
1626,221414,Carlo Chueca del Río,1411,Raec Mons,Peru,Peru,Lima  ,1993-03-23,Attack,Attacking Midfield,Left,173,,50000.0,,,BE1,Carlo,Chueca del Río,carlo-chueca-del-rio,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,2012,https://www.transfermarkt.co.uk/carlo-chueca-del-rio/profil/spieler/221414
1627,135557,Kieran Felix,1411,Raec Mons,France,France,Roubaix  ,1990-08-09,Defender,Centre-Back,Left,186,,100000.0,BB Sport Consulting ,2023-06-30,BE1,Kieran,Felix,kieran-felix,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,2012,https://www.transfermarkt.co.uk/kieran-felix/profil/spieler/135557
1628,178449,Quentin Louagé,1411,Raec Mons,Belgium,Belgium,La Louvière  ,1993-12-30,Defender,Centre-Back,Left,0,,,,2023-06-30,BE1,Quentin,Louagé,quentin-louage,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,2012,https://www.transfermarkt.co.uk/quentin-louage/profil/spieler/178449
1633,85345,Maël Lepicier,1411,Raec Mons,Congo,France,Le Mans  ,1986-01-14,Defender,Centre-Back,Left,184,,750000.0,,,BE1,Maël,Lepicier,mael-lepicier,https://img.a.transfermarkt.technology/portrait/header/85345-1536676907.jpg?lm=1,2012,https://www.transfermarkt.co.uk/mael-lepicier/profil/spieler/85345
1637,18893,Benjamin Nicaise,1411,Raec Mons,France,France,Maisons-Alfort  ,1980-09-28,Midfield,Defensive Midfield,Right,184,,900000.0,,,BE1,Benjamin,Nicaise,benjamin-nicaise,https://img.a.transfermarkt.technology/portrait/header/18893-1617021804.jpg?lm=1,2012,https://www.transfermarkt.co.uk/benjamin-nicaise/profil/spieler/18893
1640,187400,Franck Mawuena,566,Beerschot Ac,Togo,Togo,Lomé  ,1992-11-21,Attack,Centre-Forward,Right,184,,100000.0,,2024-06-30,BE1,Franck,Mawuena,franck-mawuena,https://img.a.transfermarkt.technology/portrait/header/s_187400_15273_2010_1.jpg?lm=1,2012,https://www.transfermarkt.co.uk/franck-mawuena/profil/spieler/187400
1641,129870,Roei Dayan,566,Beerschot Ac,Israel,Israel,Tel Aviv  ,1984-09-19,Attack,Centre-Forward,Right,184,,700000.0,,,BE1,Roei,Dayan,roei-dayan,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,2012,https://www.transfermarkt.co.uk/roei-dayan/profil/spieler/129870
1643,157206,Conor Laerenbergh,566,Beerschot Ac,Belgium,Belgium,Wilrijk  ,1993-03-18,Attack,Left Winger,Left,179,,250000.0,,,BE1,Conor,Laerenbergh,conor-laerenbergh,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,2012,https://www.transfermarkt.co.uk/conor-laerenbergh/profil/spieler/157206
1644,231976,Ilias El Yazidi,566,Beerschot Ac,Belgium,,,1994-01-17,Attack,Attacking Midfield,,173,,50000.0,International Sport Management,2023-06-30,BE1,Ilias,El Yazidi,ilias-el-yazidi,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,2012,https://www.transfermarkt.co.uk/ilias-el-yazidi/profil/spieler/231976
1647,197852,Derick Ogbu,2727,Oud Heverlee Leuven,Nigeria,Nigeria,Port Harcourt  ,1990-03-19,Attack,Centre-Forward,Both,180,100000.0,1200000.0,,,BE1,Derick,Ogbu,derick-ogbu,https://img.a.transfermarkt.technology/portrait/header/197852-1487581001.jpg?lm=1,2012,https://www.transfermarkt.co.uk/derick-ogbu/profil/spieler/197852
1649,9667,Stijn Stijnen,566,Beerschot Ac,Belgium,Belgium,Hasselt  ,1981-04-07,Goalkeeper,,Right,188,,4500000.0,,,BE1,Stijn,Stijnen,stijn-stijnen,https://img.a.transfermarkt.technology/portrait/header/9667-1537874332.jpg?lm=1,2012,https://www.transfermarkt.co.uk/stijn-stijnen/profil/spieler/9667
1650,13723,Emmerik De Vriese,2727,Oud Heverlee Leuven,Belgium,Belgium,Knokke  ,1985-02-14,Midfield,,Left,181,,400000.0,IDV,,BE1,Emmerik,De Vriese,emmerik-de-vriese,https://img.a.transfermarkt.technology/portrait/header/13723-1664780345.png?lm=1,2012,https://www.transfermarkt.co.uk/emmerik-de-vriese/profil/spieler/13723
1651,13315,Nicky Hayen,2727,Oud Heverlee Leuven,Belgium,Belgium,Sint-Truiden  ,1980-08-16,Defender,Centre-Back,Right,188,,820000.0,,,BE1,Nicky,Hayen,nicky-hayen,https://img.a.transfermarkt.technology/portrait/header/13315-1617015656.jpg?lm=1,2012,https://www.transfermarkt.co.uk/nicky-hayen/profil/spieler/13315
1652,13051,Jonas De Roeck,2727,Oud Heverlee Leuven,Belgium,Spain,Barcelona  ,1979-12-20,Defender,Centre-Back,Right,186,,900000.0,International Sport Management N.V.,,BE1,Jonas,De Roeck,jonas-de-roeck,https://img.a.transfermarkt.technology/portrait/header/13051-1591711503.jpg?lm=1,2012,https://www.transfermarkt.co.uk/jonas-de-roeck/profil/spieler/13051
1653,193980,Dean Michiels,2727,Oud Heverlee Leuven,Belgium,,,1991-07-04,Goalkeeper,,Right,181,,75000.0,,2023-06-30,BE1,Dean,Michiels,dean-michiels,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,2012,https://www.transfermarkt.co.uk/dean-michiels/profil/spieler/193980
1654,7844,Jorge López,157,Kaa Gent,Spain,Spain,Logroño  ,1978-09-19,Attack,Right Winger,Right,182,,4200000.0,,,BE1,Jorge,López,jorge-lopez,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,2012,https://www.transfermarkt.co.uk/jorge-lopez/profil/spieler/7844
1655,59646,Koen Weuts,2727,Oud Heverlee Leuven,Belgium,Belgium,Lier  ,1990-09-18,Defender,Centre-Back,Left,186,,700000.0,,2024-06-30,BE1,Koen,Weuts,koen-weuts,https://img.a.transfermarkt.technology/portrait/header/s_59646_500_2013_07_09_1.jpg?lm=1,2012,https://www.transfermarkt.co.uk/koen-weuts/profil/spieler/59646
1656,34534,Marcel Gecov,157,Kaa Gent,Czech Republic,CSSR,Prag  ,1988-01-01,Midfield,Central Midfield,Right,183,,1000000.0,ESAM,,BE1,Marcel,Gecov,marcel-gecov,https://img.a.transfermarkt.technology/portrait/header/34534-1448032718.jpg?lm=1,2012,https://www.transfermarkt.co.uk/marcel-gecov/profil/spieler/34534
1657,13368,Bernd Thijs,157,Kaa Gent,Belgium,Belgium,Hasselt  ,1978-06-28,Midfield,Defensive Midfield,,0,,3500000.0,,,BE1,Bernd,Thijs,bernd-thijs,https://img.a.transfermarkt.technology/portrait/header/s_13368_157_2013_10_01_1.jpg?lm=1,2012,https://www.transfermarkt.co.uk/bernd-thijs/profil/spieler/13368
1658,78530,Matija Skarabot,157,Kaa Gent,Slovenia,Jugoslawien (SFR),Nova Gorica  ,1988-02-04,Defender,Left-Back,Left,182,,800000.0,EUROSTAR,,BE1,Matija,Skarabot,matija-skarabot,https://img.a.transfermarkt.technology/portrait/header/s_78530_144_2012_1.jpg?lm=1,2012,https://www.transfermarkt.co.uk/matija-skarabot/profil/spieler/78530
1659,186498,Milan Savic,157,Kaa Gent,Serbia,Yugoslavia (Republic),Belgrad  ,1994-04-04,Defender,Centre-Back,Right,185,300000.0,400000.0,,2023-05-30,BE1,Milan,Savic,milan-savic,https://img.a.transfermarkt.technology/portrait/header/186498-1585117777.png?lm=1,2012,https://www.transfermarkt.co.uk/milan-savic/profil/spieler/186498
1660,231001,Mazin Ahmed Al-Huthayfi,2727,Oud Heverlee Leuven,Saudi Arabia,Saudi Arabia,Dschidda  ,1985-07-29,Attack,Left Winger,,0,,100000.0,,,BE1,Mazin Ahmed,Al-Huthayfi,mazin-ahmed-al-huthayfi,https://img.a.transfermarkt.technology/portrait/header/s_231001_38_2012_1.jpg?lm=1,2012,https://www.transfermarkt.co.uk/mazin-ahmed-al-huthayfi/profil/spieler/231001
1664,49772,Mario Baric,157,Kaa Gent,Croatia,Jugoslawien (SFR),Travnik  ,1985-04-15,Defender,Right-Back,Right,184,,1200000.0,,,BE1,Mario,Baric,mario-baric,https://img.a.transfermarkt.technology/portrait/header/49772-1501268702.jpg?lm=1,2012,https://www.transfermarkt.co.uk/mario-baric/profil/spieler/49772
1677,129595,Jaric Schaessens,566,Beerschot Ac,Belgium,,,1994-04-08,Midfield,Central Midfield,,0,,300000.0,,,BE1,Jaric,Schaessens,jaric-schaessens,https://img.a.transfermarkt.technology/portrait/header/129595-1505391729.jpg?lm=1,2012,https://www.transfermarkt.co.uk/jaric-schaessens/profil/spieler/129595
1678,77140,Goran Galesic,566,Beerschot Ac,Bosnia-Herzegovina,Jugoslawien (SFR),Banja Luka  ,1989-03-11,Attack,Attacking Midfield,Left,175,,750000.0,Avdo Cosic,,BE1,Goran,Galesic,goran-galesic,https://img.a.transfermarkt.technology/portrait/header/77140-1555869740.png?lm=1,2012,https://www.transfermarkt.co.uk/goran-galesic/profil/spieler/77140
1679,50768,Giel Deferm,566,Beerschot Ac,Belgium,Belgium,Sint-Truiden  ,1988-06-30,Midfield,Defensive Midfield,Left,180,,600000.0,,,BE1,Giel,Deferm,giel-deferm,https://img.a.transfermarkt.technology/portrait/header/50768-1470671389.png?lm=1,2012,https://www.transfermarkt.co.uk/giel-deferm/profil/spieler/50768
1680,216945,Sam Van Den Abeel,566,Beerschot Ac,Belgium,,,1994-05-09,Midfield,,,0,,50000.0,,,BE1,Sam,Van Den Abeel,sam-van-den-abeel,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,2012,https://www.transfermarkt.co.uk/sam-van-den-abeel/profil/spieler/216945
1681,232012,Nick Van Asch,566,Beerschot Ac,Belgium,,,1994-08-01,Defender,Left-Back,Left,174,,75000.0,,,BE1,Nick,Van Asch,nick-van-asch,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,2012,https://www.transfermarkt.co.uk/nick-van-asch/profil/spieler/232012
1682,112737,Dor Malul,566,Beerschot Ac,Israel,Israel,Tel Aviv  ,1989-04-30,Defender,Right-Back,Both,176,200000.0,800000.0,Top Sport Services,2023-06-30,BE1,Dor,Malul,dor-malul,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,2012,https://www.transfermarkt.co.uk/dor-malul/profil/spieler/112737
1683,13049,Wim De Decker,566,Beerschot Ac,Belgium,Belgium,Temse  ,1982-04-06,Midfield,Defensive Midfield,Right,184,,1500000.0,International Sport Management N.V.,,BE1,Wim,De Decker,wim-de-decker,https://img.a.transfermarkt.technology/portrait/header/13049-1616168123.jpg?lm=1,2012,https://www.transfermarkt.co.uk/wim-de-decker/profil/spieler/13049
1684,78500,Stefan Deloose,566,Beerschot Ac,Belgium,,,1990-01-14,Goalkeeper,,,190,150000.0,150000.0,,2023-06-30,BE1,Stefan,Deloose,stefan-deloose,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,2012,https://www.transfermarkt.co.uk/stefan-deloose/profil/spieler/78500
1685,187955,Domine Luyckx,566,Beerschot Ac,Belgium,,,1993-07-27,Defender,Centre-Back,,182,,50000.0,,,BE1,Domine,Luyckx,domine-luyckx,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,2012,https://www.transfermarkt.co.uk/domine-luyckx/profil/spieler/187955
3542,166548,Evans Kondogbia,172,Rsc Charleroi,Central African Republic,France,Nemours  ,1989-05-03,Attack,Centre-Forward,Right,189,,150000.0,left foot 21,,BE1,Evans,Kondogbia,evans-kondogbia,https://img.a.transfermarkt.technology/portrait/header/166548-1487689034.jpg?lm=1,2013,https://www.transfermarkt.co.uk/evans-kondogbia/profil/spieler/166548
3543,262022,Jamal Thiaré,172,Rsc Charleroi,Senegal,Senegal,Kaolack  ,1993-03-31,Attack,Centre-Forward,Right,183,600000.0,900000.0,BLACKSKILL,2023-06-30,BE1,Jamal,Thiaré,jamal-thiare,https://img.a.transfermarkt.technology/portrait/header/262022-1579276919.jpg?lm=1,2013,https://www.transfermarkt.co.uk/jamal-thiare/profil/spieler/262022
3544,168338,Papa Ibrahima Sène,520,Cercle Brugge,Senegal,,,1990-12-13,Attack,Centre-Forward,,181,,300000.0,FOOT-ETHIC,,BE1,Papa Ibrahima,Sène,papa-ibrahima-sene,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,2013,https://www.transfermarkt.co.uk/papa-ibrahima-sene/profil/spieler/168338
3545,169029,Arne Naudts,520,Cercle Brugge,Belgium,Belgium,Gent  ,1993-11-27,Attack,Centre-Forward,Right,186,,400000.0,Soccer-Solutions,2023-06-30,BE1,Arne,Naudts,arne-naudts,https://img.a.transfermarkt.technology/portrait/header/169029-1486463010.jpg?lm=1,2013,https://www.transfermarkt.co.uk/arne-naudts/profil/spieler/169029
3546,146721,Nyasha Mushekwi,2861,Kv Oostende,Zimbabwe,Zimbabwe,Harare  ,1987-08-21,Attack,Centre-Forward,,188,350000.0,3000000.0,,,BE1,Nyasha,Mushekwi,nyasha-mushekwi,https://img.a.transfermarkt.technology/portrait/header/146721-1561367567.png?lm=1,2013,https://www.transfermarkt.co.uk/nyasha-mushekwi/profil/spieler/146721
3547,65235,Gael Etock,520,Cercle Brugge,Cameroon,Cameroon,Douala  ,1993-07-05,Attack,Centre-Forward,Right,184,1000000.0,500000.0,,,BE1,Gael,Etock,gael-etock,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,2013,https://www.transfermarkt.co.uk/gael-etock/profil/spieler/65235
3549,276428,Alessio Staelens,520,Cercle Brugge,Belgium,,,1994-07-30,Attack,Attacking Midfield,Right,182,300000.0,350000.0,International Sport Management N.V.,2024-06-30,BE1,Alessio,Staelens,alessio-staelens,https://img.a.transfermarkt.technology/portrait/header/276428-1596835680.jpg?lm=1,2013,https://www.transfermarkt.co.uk/alessio-staelens/profil/spieler/276428
3550,182431,Niels Mestdagh,520,Cercle Brugge,Belgium,Belgium,Bredene  ,1993-01-03,Defender,Left-Back,Left,177,,150000.0,,2023-06-30,BE1,Niels,Mestdagh,niels-mestdagh,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,2013,https://www.transfermarkt.co.uk/niels-mestdagh/profil/spieler/182431
3551,234188,Thomas Goddeeris,520,Cercle Brugge,Belgium,,,1992-06-30,Defender,Centre-Back,Right,178,,50000.0,,,BE1,Thomas,Goddeeris,thomas-goddeeris,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,2013,https://www.transfermarkt.co.uk/thomas-goddeeris/profil/spieler/234188
3552,13001,Arnar Vidarsson,520,Cercle Brugge,Iceland,Iceland,Reykjavík  ,1978-03-15,Midfield,Defensive Midfield,Left,179,,1500000.0,,,BE1,Arnar,Vidarsson,arnar-vidarsson,https://img.a.transfermarkt.technology/portrait/header/13001-1616745652.jpg?lm=1,2013,https://www.transfermarkt.co.uk/arnar-vidarsson/profil/spieler/13001
3553,13037,Frederik Boi,520,Cercle Brugge,Belgium,Belgium,Brügge  ,1981-10-25,Midfield,Right Midfield,Right,184,,900000.0,,,BE1,Frederik,Boi,frederik-boi,https://img.a.transfermarkt.technology/portrait/header/13037-1617016653.jpg?lm=1,2013,https://www.transfermarkt.co.uk/frederik-boi/profil/spieler/13037
